Chromosome	Start	End	GeneID	Gene_type	Strand
19	49081332	49081630	ENSG00000265675	misc_RNA	1
2	63168600	63168847	ENSG00000283636	misc_RNA	1
2	48501922	48502024	ENSG00000202227	snRNA	-1
2	53470447	53470629	ENSG00000251942	scaRNA	-1
2	60719640	60719741	ENSG00000252718	snRNA	1
2	62262387	62262671	ENSG00000239958	misc_RNA	-1
2	52702522	52702615	ENSG00000264975	miRNA	-1
8	37067441	37069418	ENSG00000254038	lncRNA	-1
2	62726636	62726740	ENSG00000252436	misc_RNA	-1
19	49085419	49108605	ENSG00000104852	protein_coding	1
2	52297995	52298096	ENSG00000202195	misc_RNA	1
8	37095150	37095390	ENSG00000253650	processed_pseudogene	1
2	49059603	49059658	ENSG00000212036	miRNA	1
2	43408307	43408412	ENSG00000252804	snRNA	1
2	49233794	49233899	ENSG00000206915	snRNA	-1
2	43492032	43492313	ENSG00000264071	misc_RNA	1
2	71379755	71379858	ENSG00000200779	snRNA	-1
2	75627950	75628168	ENSG00000221638	snoRNA	1
2	75489576	75489710	ENSG00000238410	snoRNA	1
2	76772909	76773045	ENSG00000200028	rRNA_pseudogene	1
8	99013266	99877580	ENSG00000132549	protein_coding	1
2	76445079	76445410	ENSG00000200488	misc_RNA	-1
2	75090812	75090914	ENSG00000263909	miRNA	1
2	78882447	78882552	ENSG00000202423	snRNA	1
2	81967079	81967374	ENSG00000242118	misc_RNA	1
2	82268612	82268706	ENSG00000252897	snRNA	1
2	78882628	78882734	ENSG00000200048	snRNA	1
2	82307067	82307168	ENSG00000201311	misc_RNA	-1
2	48217575	48217899	ENSG00000201010	misc_RNA	1
2	85204926	85205032	ENSG00000200701	snRNA	1
2	76595413	76595678	ENSG00000251947	misc_RNA	-1
2	81496214	81496327	ENSG00000200890	rRNA_pseudogene	-1
HSCHR6_MHC_APD_CTG1	2032572	2042688	ENSG00000231860	lncRNA	1
2	83657735	83657842	ENSG00000199295	snRNA	1
HSCHR6_MHC_APD_CTG1	821307	825621	ENSG00000226898	protein_coding	-1
2	88082519	88082599	ENSG00000265003	miRNA	-1
2	87194786	87194859	ENSG00000264793	miRNA	1
22	40788777	40789267	ENSG00000230769	processed_pseudogene	-1
2	91674857	91674966	ENSG00000222835	rRNA_pseudogene	1
2	55451004	55451099	ENSG00000238619	snRNA	-1
22	40798039	40798285	ENSG00000233603	processed_pseudogene	1
2	97100587	97100874	ENSG00000275655	misc_RNA	1
22	40813883	40813958	ENSG00000266594	miRNA	-1
HSCHR6_MHC_APD_CTG1	2913134	2915101	ENSG00000231314	protein_coding	-1
22	40824535	40856639	ENSG00000100380	protein_coding	-1
2	101309450	101309534	ENSG00000264857	miRNA	1
2	98782410	98782548	ENSG00000201070	snRNA	1
2	88016354	88016547	ENSG00000222724	snRNA	-1
2	96956708	96956815	ENSG00000252845	rRNA_pseudogene	-1
2	104733234	104733362	ENSG00000207249	snoRNA	1
1	246321663	246322438	ENSG00000230184	lncRNA	-1
2	101272936	101273049	ENSG00000212283	snoRNA	-1
2	103953098	103953284	ENSG00000273515	misc_RNA	-1
2	114420125	114420302	ENSG00000222923	snRNA	1
1	221508559	221510979	ENSG00000232436	lncRNA	1
2	109141490	109141588	ENSG00000264934	miRNA	-1
2	109313571	109313625	ENSG00000265965	miRNA	-1
2	109124357	109124609	ENSG00000277628	misc_RNA	-1
1	199148598	199393307	ENSG00000231718	lncRNA	1
4	1356581	1358075	ENSG00000254094	lncRNA	1
2	113582959	113583096	ENSG00000221055	miRNA	-1
2	119169822	119170115	ENSG00000264833	misc_RNA	1
4	1358479	1359461	ENSG00000253399	lncRNA	1
2	98840675	98840736	ENSG00000238830	snRNA	-1
2	113681111	113681217	ENSG00000202427	snRNA	1
4	1402932	1406442	ENSG00000235608	protein_coding	-1
2	124989219	124989325	ENSG00000206726	snRNA	1
2	114005440	114005655	ENSG00000212182	snoRNA	-1
2	65545401	65545696	ENSG00000243029	misc_RNA	-1
4	89582507	89704590	ENSG00000288563	lncRNA	-1
2	117139715	117139775	ENSG00000239185	snRNA	-1
4	89743792	89744305	ENSG00000274238	lncRNA	1
2	120192245	120192357	ENSG00000202046	misc_RNA	1
4	89747802	89755853	ENSG00000277695	lncRNA	1
2	126702839	126702942	ENSG00000206963	snRNA	-1
4	89748283	89749154	ENSG00000276542	lncRNA	1
2	113721290	113721368	ENSG00000265429	miRNA	-1
2	118016385	118016669	ENSG00000243510	misc_RNA	1
2	111321013	111321086	ENSG00000266139	miRNA	-1
4	7939001	7940296	ENSG00000228919	lncRNA	1
2	65555432	65555534	ENSG00000251900	misc_RNA	-1
2	128350829	128350927	ENSG00000252742	misc_RNA	-1
2	123869256	123869570	ENSG00000223118	misc_RNA	-1
2	124932915	124933020	ENSG00000252674	rRNA_pseudogene	1
4	8005301	8005381	ENSG00000207807	miRNA	-1
2	128067800	128067901	ENSG00000200432	misc_RNA	1
4	8022665	8023126	ENSG00000273267	lncRNA	1
2	134127125	134127192	ENSG00000263813	miRNA	1
4	8066528	8067724	ENSG00000251460	lncRNA	1
2	131602790	131602896	ENSG00000251956	snRNA	1
2	136390332	136390669	ENSG00000251976	misc_RNA	1
HSCHR6_MHC_APD_CTG1	3726194	3739359	ENSG00000226127	protein_coding	-1
1	213051233	213274774	ENSG00000136643	protein_coding	1
2	128445081	128445198	ENSG00000238379	rRNA_pseudogene	-1
2	137715332	137715440	ENSG00000222394	misc_RNA	1
4	8174421	8174999	ENSG00000250471	processed_pseudogene	1
2	130517049	130517312	ENSG00000274711	misc_RNA	-1
7	42918741	42920084	ENSG00000234983	processed_pseudogene	1
2	130497743	130497849	ENSG00000251973	snRNA	-1
4	8269754	8307098	ENSG00000170801	protein_coding	1
2	134231195	134231312	ENSG00000222921	rRNA_pseudogene	1
2	138863597	138863895	ENSG00000222826	misc_RNA	-1
2	139511424	139511555	ENSG00000206901	snoRNA	1
2	140586626	140586685	ENSG00000283506	miRNA	-1
2	140992543	140992659	ENSG00000201892	misc_RNA	1
2	141167257	141167357	ENSG00000252015	snRNA	-1
7	42932376	42948958	ENSG00000106591	protein_coding	1
2	140234737	140234923	ENSG00000277306	misc_RNA	-1
2	133333829	133333930	ENSG00000252688	snRNA	1
2	133391109	133391398	ENSG00000222068	misc_RNA	-1
2	155330421	155330527	ENSG00000206718	snRNA	1
2	153446813	153446883	ENSG00000200377	snoRNA	-1
2	155089439	155089538	ENSG00000223197	snRNA	-1
2	157298807	157299158	ENSG00000222404	misc_RNA	-1
2	154590407	154590528	ENSG00000223290	rRNA_pseudogene	1
2	160877547	160877850	ENSG00000244372	misc_RNA	1
2	133596091	133596399	ENSG00000200708	misc_RNA	1
HSCHR6_MHC_APD_CTG1	3110129	3128564	ENSG00000231116	protein_coding	-1
2	159027036	159027142	ENSG00000202029	snRNA	-1
2	161558544	161558646	ENSG00000238570	snoRNA	1
2	161409554	161409670	ENSG00000271924	rRNA_pseudogene	1
2	163288995	163289096	ENSG00000200902	snRNA	1
2	139982684	139982986	ENSG00000240977	misc_RNA	1
2	159186835	159186901	ENSG00000275141	miRNA	1
2	159536244	159536346	ENSG00000207117	misc_RNA	-1
2	137512098	137512210	ENSG00000212425	rRNA_pseudogene	-1
2	171856566	171856670	ENSG00000252779	snRNA	-1
2	175176493	175176586	ENSG00000200121	misc_RNA	-1
7	42954135	43113931	ENSG00000232006	lncRNA	-1
2	168451324	168451606	ENSG00000241074	misc_RNA	1
2	172691299	172691402	ENSG00000239041	snoRNA	1
2	175167633	175167709	ENSG00000215973	miRNA	-1
2	181305593	181305652	ENSG00000266705	miRNA	-1
2	184378975	184379044	ENSG00000266808	miRNA	1
2	195670372	195670474	ENSG00000201813	snRNA	-1
2	187122562	187122861	ENSG00000222845	misc_RNA	-1
2	187270698	187270804	ENSG00000199626	snRNA	-1
12	57612118	57619638	ENSG00000224713	lncRNA	-1
2	194664107	194664174	ENSG00000252517	snoRNA	-1
2	191370938	191371044	ENSG00000252130	snRNA	1
2	200373175	200373269	ENSG00000201649	misc_RNA	1
2	179934401	179934538	ENSG00000280636	snoRNA	-1
2	179934402	179934527	ENSG00000202216	snoRNA	-1
2	206701065	206701185	ENSG00000207319	misc_RNA	-1
2	168582943	168583018	ENSG00000265694	miRNA	1
2	168606390	168606496	ENSG00000199348	snRNA	-1
12	57615280	57626125	ENSG00000287908	protein_coding	1
7	43096732	43096844	ENSG00000201933	misc_RNA	1
2	208920547	208920664	ENSG00000202164	rRNA_pseudogene	-1
7	103088664	103089610	ENSG00000233025	processed_pseudogene	-1
2	194658376	194658675	ENSG00000276123	misc_RNA	-1
2	213758067	213758159	ENSG00000265734	miRNA	1
7	103141349	103141939	ENSG00000224415	processed_pseudogene	-1
2	179860836	179860908	ENSG00000221240	miRNA	-1
2	210265963	210266074	ENSG00000199203	misc_RNA	1
2	158935798	158935985	ENSG00000222300	snRNA	-1
7	103152007	103152325	ENSG00000236848	processed_pseudogene	-1
2	192775943	192776073	ENSG00000278406	misc_RNA	1
2	214846947	214847081	ENSG00000207274	snoRNA	1
2	223248498	223248794	ENSG00000243125	misc_RNA	-1
2	228169743	228169849	ENSG00000200281	snRNA	1
7	103161947	103162660	ENSG00000279482	TEC	-1
2	219906502	219906565	ENSG00000266518	miRNA	-1
2	226658710	226658793	ENSG00000263363	miRNA	-1
2	230587121	230587227	ENSG00000199791	snRNA	1
7	103262000	103262311	ENSG00000237632	processed_pseudogene	1
2	206783234	206783308	ENSG00000283469	miRNA	-1
2	206783234	206783308	ENSG00000263468	miRNA	1
2	230507101	230507386	ENSG00000243650	misc_RNA	1
2	230752141	230752247	ENSG00000201044	snRNA	1
2	233205199	233205479	ENSG00000263941	misc_RNA	1
2	237015204	237015305	ENSG00000202341	snRNA	-1
2	241477905	241477982	ENSG00000263752	miRNA	1
2	241584968	241585075	ENSG00000207186	rRNA_pseudogene	1
12	57623409	57633239	ENSG00000135454	protein_coding	-1
2	222498291	222498398	ENSG00000202016	snRNA	1
7	103312289	103344830	ENSG00000105821	protein_coding	-1
2	195514036	195514142	ENSG00000202206	snRNA	1
11	64241095	64244132	ENSG00000286264	protein_coding	1
2	10911934	10914225	ENSG00000162975	protein_coding	1
2	11102142	11102997	ENSG00000226080	processed_pseudogene	1
2	11105317	11132821	ENSG00000145063	lncRNA	-1
11	58526871	58578220	ENSG00000110031	protein_coding	-1
19	49114324	49118460	ENSG00000104863	protein_coding	1
4	88275205	88275308	ENSG00000200469	snRNA	-1
4	88330176	88330278	ENSG00000207480	misc_RNA	-1
4	88352222	88358423	ENSG00000287181	lncRNA	-1
4	88358945	88361304	ENSG00000286978	lncRNA	-1
2	11133128	11151317	ENSG00000150873	protein_coding	1
4	88457119	88506163	ENSG00000138646	protein_coding	1
2	11155198	11178870	ENSG00000162976	protein_coding	1
17	48831018	48866522	ENSG00000136436	protein_coding	1
11	118133377	118152888	ENSG00000177098	protein_coding	-1
19	49118402	49119143	ENSG00000221916	protein_coding	-1
19	53315137	53316043	ENSG00000174677	unitary_pseudogene	1
19	53333749	53356906	ENSG00000213799	protein_coding	1
HSCHR6_MHC_APD_CTG1	3096922	3098200	ENSG00000236912	lncRNA	-1
HSCHR6_MHC_APD_CTG1	3216376	3216669	ENSG00000232266	lncRNA	1
HSCHR6_MHC_APD_CTG1	730257	735467	ENSG00000237421	unprocessed_pseudogene	-1
HSCHR6_MHC_APD_CTG1	3510956	3513395	ENSG00000223767	protein_coding	1
19	53365693	53392217	ENSG00000203326	protein_coding	1
15	82691723	82692358	ENSG00000259707	processed_pseudogene	-1
15	82738386	82739122	ENSG00000279758	TEC	1
15	82749252	82750455	ENSG00000286817	lncRNA	-1
15	82755362	82806070	ENSG00000186628	protein_coding	-1
11	14443440	14500027	ENSG00000129083	protein_coding	-1
19	53386233	53386388	ENSG00000241069	transcribed_processed_pseudogene	1
19	53389793	53430413	ENSG00000196417	protein_coding	1
HSCHR6_MHC_APD_CTG1	3130007	3139596	ENSG00000224979	protein_coding	-1
16	89906157	89918233	ENSG00000267048	lncRNA	1
16	89912119	89920973	ENSG00000258839	protein_coding	1
22	40857077	40932815	ENSG00000196236	protein_coding	1
16	89919165	89936092	ENSG00000198211	protein_coding	1
HSCHR8_9_CTG1	494374	588925	ENSG00000276286	protein_coding	-1
2	11233988	11234094	ENSG00000207267	snRNA	1
2	11308025	11308941	ENSG00000230154	processed_pseudogene	1
HSCHR6_MHC_APD_CTG1	722841	729989	ENSG00000229125	protein_coding	1
4	88508591	88510403	ENSG00000249934	processed_pseudogene	-1
2	11351627	11352118	ENSG00000226961	processed_pseudogene	1
20	18567347	18569563	ENSG00000232388	protein_coding	1
4	88520998	88523776	ENSG00000145337	protein_coding	-1
2	11357515	11365636	ENSG00000230952	lncRNA	-1
16	90019629	90044975	ENSG00000141013	protein_coding	1
2	11388023	11390367	ENSG00000231403	lncRNA	-1
19	53413190	53413345	ENSG00000239912	processed_pseudogene	1
20	18592330	18592619	ENSG00000243702	misc_RNA	1
19	53426019	53426499	ENSG00000249435	processed_pseudogene	-1
4	88520998	88523776	ENSG00000255072	protein_coding	-1
20	18611047	18611167	ENSG00000221806	snRNA	-1
20	18642782	18643634	ENSG00000232136	processed_pseudogene	-1
4	88523826	88524983	ENSG00000285122	lncRNA	1
19	53434661	53473936	ENSG00000287608	lncRNA	-1
19	53467733	53496255	ENSG00000198346	protein_coding	1
20	18674395	18698709	ENSG00000233993	lncRNA	-1
4	88527160	88528170	ENSG00000249755	processed_pseudogene	1
4	88583666	88583972	ENSG00000252322	misc_RNA	-1
4	158124474	158173318	ENSG00000164125	protein_coding	-1
2	11444375	11466177	ENSG00000169016	protein_coding	-1
20	407498	432139	ENSG00000125826	protein_coding	1
HSCHR6_MHC_APD_CTG1	3148086	3150568	ENSG00000235941	protein_coding	1
X	18535079	18536120	ENSG00000236187	processed_pseudogene	1
X	18639688	18672108	ENSG00000102104	protein_coding	-1
1	209147220	209266758	ENSG00000232537	lncRNA	-1
15	82755945	82756071	ENSG00000277864	scaRNA	1
HSCHR6_MHC_APD_CTG1	3497184	3500883	ENSG00000240389	protein_coding	1
15	82809628	82836108	ENSG00000156232	protein_coding	1
12	57674665	57675250	ENSG00000242990	processed_pseudogene	1
19	53479350	53480091	ENSG00000250731	processed_pseudogene	1
12	57694132	57721510	ENSG00000257342	lncRNA	-1
12	57726271	57728356	ENSG00000255737	lncRNA	1
3	38823902	38825302	ENSG00000231243	lncRNA	1
19	53495887	53496037	ENSG00000241434	transcribed_processed_pseudogene	1
3	39025987	39026093	ENSG00000206708	snRNA	1
1	212855175	212855366	ENSG00000236317	processed_pseudogene	-1
1	182959074	182960405	ENSG00000176855	processed_pseudogene	-1
X	18688643	18691604	ENSG00000237221	lncRNA	-1
12	57738013	57750219	ENSG00000135452	protein_coding	1
19	53512092	53512616	ENSG00000274892	unprocessed_pseudogene	-1
1	246509038	246522592	ENSG00000227728	unprocessed_pseudogene	-1
19	53616802	53617254	ENSG00000269608	processed_pseudogene	1
X	18838709	18839452	ENSG00000196564	processed_pseudogene	-1
19	53629713	53630041	ENSG00000242668	misc_RNA	1
X	18865771	18866554	ENSG00000224224	processed_pseudogene	1
X	18890296	18894974	ENSG00000237836	lncRNA	1
3	39052013	39096671	ENSG00000114742	protein_coding	1
1	244394976	244395660	ENSG00000225401	processed_pseudogene	-1
19	53653685	53653791	ENSG00000200393	snRNA	1
19	53657400	53658462	ENSG00000270347	unprocessed_pseudogene	-1
1	199371877	199372297	ENSG00000228190	processed_pseudogene	1
15	72114258	72143692	ENSG00000166192	protein_coding	1
19	53666679	53666762	ENSG00000207645	miRNA	1
19	53669157	53669254	ENSG00000207644	miRNA	1
19	53671968	53672040	ENSG00000221017	miRNA	1
1	246945547	247078811	ENSG00000135747	protein_coding	-1
7	103348601	103348771	ENSG00000235354	processed_pseudogene	1
19	53674197	53674320	ENSG00000207869	miRNA	1
X	18892298	18984114	ENSG00000044446	protein_coding	-1
19	53675711	53675797	ENSG00000207599	miRNA	1
19	53679003	53679085	ENSG00000207616	miRNA	1
19	53679940	53680023	ENSG00000207810	miRNA	1
19	53682159	53682245	ENSG00000283540	miRNA	1
19	53685009	53685091	ENSG00000207615	miRNA	1
19	53686469	53686555	ENSG00000207788	miRNA	1
19	53688481	53688567	ENSG00000221421	miRNA	1
7	103433461	103433561	ENSG00000251852	misc_RNA	-1
19	53690881	53690965	ENSG00000207594	miRNA	1
19	53694393	53694475	ENSG00000207580	miRNA	1
7	103434994	103435092	ENSG00000252047	misc_RNA	-1
19	53695213	53695293	ENSG00000207825	miRNA	1
19	53697533	53697617	ENSG00000207711	miRNA	1
22	40859549	40862113	ENSG00000172404	protein_coding	-1
19	53698385	53698471	ENSG00000283455	miRNA	1
7	103445207	103514007	ENSG00000234715	lncRNA	1
19	53700015	53700101	ENSG00000207706	miRNA	1
19	53701227	53701287	ENSG00000207722	miRNA	1
19	53702737	53702819	ENSG00000207862	miRNA	1
1	248859164	248864796	ENSG00000227237	lncRNA	1
19	53706252	53706336	ENSG00000207629	miRNA	1
19	53707453	53707539	ENSG00000207738	miRNA	1
19	53708735	53708835	ENSG00000283490	miRNA	1
19	53711002	53711088	ENSG00000283289	miRNA	1
22	40917111	40917381	ENSG00000273979	misc_RNA	1
19	53712268	53712354	ENSG00000207734	miRNA	1
7	103484208	103484539	ENSG00000222386	misc_RNA	-1
19	53713347	53713434	ENSG00000207981	miRNA	1
22	40917743	40917846	ENSG00000200683	snRNA	1
19	53716594	53716680	ENSG00000207549	miRNA	1
19	53719064	53719165	ENSG00000251843	snRNA	-1
22	41169190	41183144	ENSG00000232754	lncRNA	-1
19	53720096	53720182	ENSG00000207735	miRNA	1
19	53721076	53721142	ENSG00000207837	miRNA	1
22	41174591	41197508	ENSG00000231993	lncRNA	-1
19	53722166	53722255	ENSG00000207799	miRNA	1
19	53725442	53725526	ENSG00000207925	miRNA	1
19	53726922	53726986	ENSG00000211532	miRNA	1
1	229440259	229508341	ENSG00000069248	protein_coding	-1
19	53729838	53729925	ENSG00000207987	miRNA	1
22	41207592	41228500	ENSG00000235513	lncRNA	-1
19	53731006	53731090	ENSG00000207803	miRNA	1
19	53732981	53733083	ENSG00000252734	snRNA	-1
7	74082933	74122525	ENSG00000106683	protein_coding	1
19	53734877	53734963	ENSG00000283330	miRNA	1
19	53736845	53736934	ENSG00000207946	miRNA	1
19	53739333	53739419	ENSG00000207699	miRNA	1
19	53741313	53741407	ENSG00000207838	miRNA	1
19	53742512	53742599	ENSG00000207861	miRNA	1
19	53745004	53745105	ENSG00000252025	snRNA	-1
19	53748636	53748722	ENSG00000207634	miRNA	1
19	53749851	53749951	ENSG00000252191	snRNA	-1
19	53751211	53751297	ENSG00000283685	miRNA	1
19	53752397	53752481	ENSG00000207992	miRNA	1
19	53754018	53754102	ENSG00000207979	miRNA	1
19	53756741	53756830	ENSG00000207767	miRNA	1
19	53758232	53758318	ENSG00000221548	miRNA	1
19	53760087	53760188	ENSG00000252063	snRNA	-1
19	53761133	53761222	ENSG00000207620	miRNA	1
19	53762344	53762430	ENSG00000284362	miRNA	1
15	72134641	72135436	ENSG00000243568	processed_pseudogene	1
15	72140504	72155459	ENSG00000260173	lncRNA	-1
19	1815248	1848483	ENSG00000079313	protein_coding	-1
15	72159806	72197787	ENSG00000175318	protein_coding	-1
22	41688877	41698136	ENSG00000293428	lncRNA	1
22	31292499	31338021	ENSG00000228839	lncRNA	1
22	31325804	31346346	ENSG00000100105	protein_coding	-1
4	15002481	15070153	ENSG00000137449	protein_coding	1
HSCHR6_MHC_APD_CTG1	2049704	2054929	ENSG00000224156	protein_coding	1
12	57747727	57756013	ENSG00000135446	protein_coding	-1
X	18915243	18915535	ENSG00000266710	misc_RNA	-1
X	24360639	24367839	ENSG00000223731	protein_coding	1
X	48695554	48709016	ENSG00000101945	protein_coding	1
16	90028908	90029901	ENSG00000221819	lncRNA	-1
16	90105095	90106316	ENSG00000260507	lncRNA	-1
16	90110574	90168225	ENSG00000261172	lncRNA	-1
16	90174062	90175865	ENSG00000277349	unprocessed_pseudogene	-1
16	90004871	90019890	ENSG00000003249	protein_coding	-1
3	46557398	46559694	ENSG00000268324	lncRNA	1
3	46574534	46582457	ENSG00000241186	protein_coding	1
X	48698963	48737163	ENSG00000232828	lncRNA	-1
X	48724455	48724561	ENSG00000206723	snRNA	-1
X	48761747	48773648	ENSG00000171433	protein_coding	1
HSCHR6_MHC_APD_CTG1	3648978	3704153	ENSG00000236672	protein_coding	-1
1	208728665	208736286	ENSG00000232812	lncRNA	1
X	48776965	48777071	ENSG00000207367	snRNA	-1
X	48826513	48830138	ENSG00000187682	protein_coding	1
1	246516039	246524287	ENSG00000242042	lncRNA	-1
15	72241181	72272999	ENSG00000137817	protein_coding	-1
19	1815249	1815873	ENSG00000267007	lncRNA	1
1	238238943	238404906	ENSG00000234464	lncRNA	1
X	48831096	48835610	ENSG00000102109	protein_coding	-1
19	1816159	1816238	ENSG00000284216	miRNA	-1
19	1822089	1824542	ENSG00000267244	lncRNA	1
1	192316992	192367285	ENSG00000253148	protein_coding	1
HSCHR6_MHC_APD_CTG1	1744211	1748815	ENSG00000236727	unprocessed_pseudogene	1
HSCHR6_MHC_APD_CTG1	4239474	4257972	ENSG00000242092	protein_coding	-1
19	1852382	1853622	ENSG00000267125	lncRNA	1
22	31346777	31348719	ENSG00000213888	lncRNA	1
19	1852399	1863579	ENSG00000129911	protein_coding	-1
22	31388733	31388837	ENSG00000206615	snRNA	-1
22	31399604	31528740	ENSG00000185721	protein_coding	1
1	17406760	17407382	ENSG00000227751	lncRNA	1
16	50046429	50066224	ENSG00000259843	lncRNA	-1
X	48890197	48903402	ENSG00000102103	protein_coding	1
16	50046496	50047798	ENSG00000261835	unprocessed_pseudogene	1
1	192575763	192580024	ENSG00000090104	protein_coding	1
3	46581150	46617226	ENSG00000283877	protein_coding	1
19	1860250	1862019	ENSG00000267141	lncRNA	1
16	50054143	50054430	ENSG00000273829	misc_RNA	1
16	50058150	50059231	ENSG00000260298	transcribed_processed_pseudogene	-1
19	1875016	1875992	ENSG00000267232	lncRNA	1
3	46647171	46661507	ENSG00000286570	lncRNA	-1
3	46650510	46650590	ENSG00000251967	snoRNA	1
16	50072862	50074986	ENSG00000279356	TEC	1
16	50098264	50098358	ENSG00000202124	misc_RNA	1
16	50100339	50121943	ENSG00000260381	lncRNA	-1
19	1876810	1885496	ENSG00000129968	protein_coding	-1
16	50120064	50129904	ENSG00000287444	lncRNA	1
16	50151280	50151577	ENSG00000260031	processed_pseudogene	-1
16	50151642	50151731	ENSG00000252526	snoRNA	-1
16	56858518	56858601	ENSG00000207649	miRNA	1
3	46668995	46693704	ENSG00000178038	protein_coding	-1
16	56865207	56915850	ENSG00000070915	protein_coding	1
7	74191198	74191294	ENSG00000207741	miRNA	1
7	103328570	103370346	ENSG00000161057	protein_coding	1
11	64251530	64269150	ENSG00000149782	protein_coding	1
HSCHR6_MHC_MANN_CTG1	377450	378385	ENSG00000233636	protein_coding	1
HSCHR6_MHC_MANN_CTG1	754397	754802	ENSG00000228840	processed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	620834	697102	ENSG00000243441	protein_coding	-1
HSCHR6_MHC_MANN_CTG1	1196617	1197608	ENSG00000226109	unprocessed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	1231535	1233198	ENSG00000230745	unprocessed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	494827	495757	ENSG00000231320	unprocessed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	572292	573257	ENSG00000234100	protein_coding	1
HSCHR6_MHC_APD_CTG1	4670202	4670897	ENSG00000217281	processed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	2596507	2597958	ENSG00000234980	processed_pseudogene	-1
HSCHR6_MHC_APD_CTG1	4396405	4401947	ENSG00000234260	unprocessed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	2686021	2686622	ENSG00000224131	processed_pseudogene	1
HSCHR6_MHC_MANN_CTG1	1943861	1944127	ENSG00000223851	processed_pseudogene	1
HSCHR6_MHC_MANN_CTG1	690640	722195	ENSG00000237258	protein_coding	-1
HSCHR6_MHC_APD_CTG1	1156287	1157418	ENSG00000232988	unprocessed_pseudogene	1
HSCHR6_MHC_APD_CTG1	1394224	1406831	ENSG00000224496	protein_coding	1
HSCHR6_MHC_MANN_CTG1	489573	532659	ENSG00000225188	lncRNA	1
1	192167786	192957713	ENSG00000285280	lncRNA	-1
HSCHR6_MHC_MANN_CTG1	3011934	3015647	ENSG00000239741	protein_coding	1
20	63659300	63698684	ENSG00000026036	protein_coding	1
HSCHR6_MHC_APD_CTG1	740686	741732	ENSG00000229136	unprocessed_pseudogene	-1
HSCHR6_MHC_APD_CTG1	1870881	1883062	ENSG00000206412	protein_coding	-1
1	163161675	163213023	ENSG00000232892	lncRNA	1
1	208972454	208975307	ENSG00000236950	lncRNA	1
HSCHR6_MHC_MANN_CTG1	842643	842932	ENSG00000224241	processed_pseudogene	1
HSCHR6_MHC_MANN_CTG1	2425264	2450563	ENSG00000231094	protein_coding	1
1	199387141	199388475	ENSG00000236468	processed_pseudogene	1
1	248906196	248919946	ENSG00000185220	protein_coding	1
22	31436977	31496108	ENSG00000184708	protein_coding	-1
12	57748618	57748682	ENSG00000283621	miRNA	-1
12	57755103	57760411	ENSG00000139266	protein_coding	1
1	246527030	246528155	ENSG00000230813	unprocessed_pseudogene	1
8	144785298	144785588	ENSG00000244307	misc_RNA	1
1	234026851	234027227	ENSG00000236101	processed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	1152988	1154119	ENSG00000226727	unprocessed_pseudogene	1
2	222404985	222405095	ENSG00000200822	misc_RNA	1
HSCHR6_MHC_APD_CTG1	1252149	1253026	ENSG00000236203	unprocessed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	309771	310798	ENSG00000228652	protein_coding	-1
2	156033247	156034080	ENSG00000235548	processed_pseudogene	-1
HSCHR6_MHC_APD_CTG1	4145582	4149568	ENSG00000230669	protein_coding	-1
2	156305108	156320255	ENSG00000282440	lncRNA	-1
8	144789765	144792587	ENSG00000161016	protein_coding	-1
HSCHR6_MHC_MANN_CTG1	1327458	1331083	ENSG00000236560	protein_coding	1
2	156655224	156695659	ENSG00000283436	lncRNA	1
19	1905399	1913447	ENSG00000213638	protein_coding	1
1	212858275	212899363	ENSG00000162769	protein_coding	1
2	156777706	156778372	ENSG00000238069	processed_pseudogene	-1
2	156788731	156865701	ENSG00000287048	lncRNA	1
2	156803339	156891160	ENSG00000286889	lncRNA	1
2	157033837	157049716	ENSG00000286530	lncRNA	1
2	11372612	11403175	ENSG00000224177	lncRNA	1
12	57768471	57772119	ENSG00000037897	protein_coding	-1
19	1941172	1981338	ENSG00000133275	protein_coding	1
2	190553264	190553480	ENSG00000251935	misc_RNA	-1
2	190607660	190649840	ENSG00000284052	lncRNA	-1
7	87345082	87345233	ENSG00000273623	misc_RNA	1
7	87345305	87345486	ENSG00000276185	misc_RNA	1
20	57311854	57311958	ENSG00000252064	misc_RNA	1
20	57321502	57321591	ENSG00000266666	miRNA	-1
20	57328546	57328696	ENSG00000231005	processed_pseudogene	1
7	87345664	87399794	ENSG00000005469	protein_coding	1
20	57329803	57343994	ENSG00000054796	protein_coding	1
2	190646746	190692766	ENSG00000138386	protein_coding	1
12	57771492	57782541	ENSG00000123427	protein_coding	1
HSCHR6_MHC_MANN_CTG1	2007058	2007787	ENSG00000226494	processed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	1365957	1375434	ENSG00000237050	lncRNA	1
HSCHR6_MHC_MANN_CTG1	3942699	3943106	ENSG00000237120	processed_pseudogene	-1
HSCHR6_MHC_MANN_CTG1	1065694	1066490	ENSG00000233465	processed_pseudogene	-1
